,Submission ID,What is your age?,Gender,Where do you typically drink coffee?
5112,xd9Vbv,45-54 years old,Female, At home
5113,pL4eYB,25-34 years old,Female, At home
5114,pL4eYB,25-34 years old,Female, At the office
5115,NA8qGQ,35-44 years old,Male, At home
5116,0EoV9y,35-44 years old,Female, At home
5117,0EoV9y,35-44 years old,Female, On the go
5118,0EoV9y,35-44 years old,Female, At a cafe
5119,J281Nd,35-44 years old,Male, At home
5120,DV0q8R,25-34 years old,Non-binary, At home
5121,DV0q8R,25-34 years old,Non-binary, On the go
5122,QA8oy1,35-44 years old,Female, At home
5123,6drDoB,25-34 years old,Male, At home
5124,VZopRa,>65 years old,Male, At home
5125,aBZ95W,25-34 years old,Male, At a cafe
5126,9d2GA1,25-34 years old,Male, At the office
5127,GrY6x2,18-24 years old,Male, At home
5128,g5WaaK,35-44 years old,Male, At home
5129,g5WaaK,35-44 years old,Male, At the office
5130,BG8EjA,25-34 years old,Male, At home
5131,BG8EjA,25-34 years old,Male, At a cafe
5132,aBZ9GX,18-24 years old,Female, At home
5133,aBZ9GX,18-24 years old,Female, At a cafe
5134,aBZOMB,35-44 years old,Female, At home
5135,aBZOMB,35-44 years old,Female, On the go
5136,aBZOMB,35-44 years old,Female, At a cafe
5137,jBGZ74,18-24 years old,Male, At home
5138,rl2Djp,35-44 years old,Male, At home
5139,rl2Djp,35-44 years old,Male, On the go
5140,zKWjyE,25-34 years old,Male, At home
5141,zKWjyE,25-34 years old,Male, At the office
5142,zKWjyE,25-34 years old,Male, At a cafe
5143,9d2BvV,35-44 years old,Male, At the office
5144,GrY6re,35-44 years old,Male, At home
5145,OA8aLg,25-34 years old,Female, At home
5146,OA8aLg,25-34 years old,Female, On the go
5147,OA8aLg,25-34 years old,Female, At a cafe
5148,NA8rA0,25-34 years old,Male, At home
5149,5dEbDb,25-34 years old,Male, At home
5150,jBGZBQ,25-34 years old,Female, At home
5151,jBGZBQ,25-34 years old,Female, At a cafe
5152,GrY6JZ,25-34 years old,Non-binary, At home
5153,yleXOB,25-34 years old,Male, At home
5154,yleXOB,25-34 years old,Male, On the go
5155,OA8akK,35-44 years old,Female, At home
5156,OA8akK,35-44 years old,Female, At a cafe
5157,jBGZvR,18-24 years old,Male, At home
5158,GrY6Xp,25-34 years old,Male, At home
5159,zKWjd1,35-44 years old,Female, At home
5160,Ld59k1,35-44 years old,Female, At home
5161,Ld59k1,35-44 years old,Female, At the office
5162,MA81dX,25-34 years old,Male, At home
5163,5dEbNZ,25-34 years old,Male, At home
5164,6drDqP,25-34 years old,Male, At home
5165,6drDqP,25-34 years old,Male, At a cafe
5166,1rGXe1,35-44 years old,Male, At home
5167,1rGXe1,35-44 years old,Male, At the office
5168,PA8pVV,25-34 years old,Male, At home
5169,PA8pVV,25-34 years old,Male, At the office
5170,lNVBok,45-54 years old,Male, At home
5171,lNVBok,45-54 years old,Male, At a cafe
5172,PA8pVe,>65 years old,Male, At home
5173,zKWNxa,18-24 years old,Male, At home
5174,zKWNxa,18-24 years old,Male, At the office
5175,zKWNxa,18-24 years old,Male, On the go
5176,zKWNxa,18-24 years old,Male, At a cafe
5177,0Eo7O0,25-34 years old,Male, At home
5178,0Eo7O0,25-34 years old,Male, At a cafe
5179,VZojZl,18-24 years old,Female, At home
5180,VZojZl,18-24 years old,Female, On the go
5181,VZojZl,18-24 years old,Female, At a cafe
5182,NA8DVN,18-24 years old,Male, At home
5183,7d4bx9,18-24 years old,Male, At home
5184,qbjab8,25-34 years old,Female, At home
5185,jBGby9,18-24 years old,Male, At home
5186,jBGby9,18-24 years old,Male, At a cafe
5187,zKWNKE,18-24 years old,Male, On the go
5188,Ld5zz1,25-34 years old,Male, At home
5189,Ld5zz1,25-34 years old,Male, At a cafe
5190,dYQN8K,25-34 years old,Male, At the office
5191,rl2Bgl,25-34 years old,Male, At home
5192,rl2Bgl,25-34 years old,Male, At the office
5193,rl2Bgl,25-34 years old,Male, At a cafe
5194,5dE4eE,18-24 years old,Male, At home
5195,5dE4eE,18-24 years old,Male, At the office
5196,5dE4eE,18-24 years old,Male, On the go
5197,5dE4eE,18-24 years old,Male, At a cafe
5198,QA8Mk7,55-64 years old,Male, At home
5199,QA8Mk7,55-64 years old,Male, At the office
5200,g5WD6d,25-34 years old,Male, At home
5201,g5WD6d,25-34 years old,Male, At the office
5202,jBGaVR,25-34 years old,Female, At home
5203,jBGaVR,25-34 years old,Female, On the go
5204,Rz8dZK,35-44 years old,Female, At a cafe
5205,42PBdO,18-24 years old,Female, At home
5206,GrYxZ2,25-34 years old,Female, At home
5207,GrYKgp,25-34 years old,Male, At home
5208,GrYKgp,25-34 years old,Male, At a cafe
5209,NA8Ddl,25-34 years old,Female, At home
5210,DV0Kbq,35-44 years old,Male, At home
5211,DV0Kbq,35-44 years old,Male, On the go
5212,oAlDkx,>65 years old,Male, At home
5213,kYOb9r,25-34 years old,Female, On the go
5214,OA8lg7,18-24 years old,Male, At home
5215,VZoGJ6,18-24 years old,Female, At a cafe
5216,VZojqJ,25-34 years old,Female, At home
5217,42PQRd,55-64 years old,Male, At home
5218,qbja4Y,35-44 years old,Male, At home
5219,qbja4Y,35-44 years old,Male, At a cafe
5220,Rz8KWd,35-44 years old,Female, At home
5221,Rz8KWd,35-44 years old,Female, At a cafe
5222,VZoL46,25-34 years old,Male, At home
5223,VZoL46,25-34 years old,Male, At the office
5224,WAl9ee,25-34 years old,Male, At home
5225,WAl9ee,25-34 years old,Male, At a cafe
5226,PA8Dq0,18-24 years old,Female, At the office
5227,5dE4Ab,25-34 years old,Male, At home
5228,5dE4Ab,25-34 years old,Male, At the office
5229,5dE4Ab,25-34 years old,Male, At a cafe
5230,oAlD8M,25-34 years old,Male, None of these
5231,1rGk8b,35-44 years old,Male, At home
5232,rl2BZL,18-24 years old,Male, At home
5233,rl2BZL,18-24 years old,Male, At the office
5234,rl2BZL,18-24 years old,Male, At a cafe
5235,PA815b,35-44 years old,Male, At home
5236,PA815b,35-44 years old,Male, At the office
5237,WAlEEN,45-54 years old,Male, At home
5238,WAlEEN,45-54 years old,Male, At the office
5239,WAlEEN,45-54 years old,Male, On the go
5240,NA8lDl,25-34 years old,Male, At home
5241,qbjDWk,35-44 years old,Male, At home
5242,XeOJMV,25-34 years old,Male, At home
5243,1rGdKM,35-44 years old,Female, At home
5244,1rGdKM,35-44 years old,Female, At a cafe
5245,WAlrbP,25-34 years old,Male, At home
5246,WAlrbP,25-34 years old,Male, At a cafe
5247,7d4L12,25-34 years old,Non-binary, At home
5248,7d4L12,25-34 years old,Non-binary, At the office
5249,7d4L12,25-34 years old,Non-binary, On the go
5250,J28p8z,45-54 years old,Male, At home
5251,J28p8z,45-54 years old,Male, At the office
5252,pL4y4y,25-34 years old,Male, At home
5253,pL4y4y,25-34 years old,Male, At a cafe
5254,DV0kER,25-34 years old,Female, At home
5255,DV0kER,25-34 years old,Female, At the office
5256,DV0kER,25-34 years old,Female, At a cafe
5257,AlW2vk,55-64 years old,Male, At home
5258,AlW2vk,55-64 years old,Male, At the office
5259,AlW2vk,55-64 years old,Male, On the go
5260,EP8dVX,18-24 years old,Male, At home
5261,oAleL1,55-64 years old,Female, At home
5262,oAleL1,55-64 years old,Female, At the office
5263,NA8l2Q,45-54 years old,Male, At home
5264,NA8l2Q,45-54 years old,Male, At the office
5265,8djaYO,25-34 years old,Male, At home
5266,6drjXo,55-64 years old,Male, At home
5267,6drjXo,55-64 years old,Male, At the office
5268,6drjXo,55-64 years old,Male, At a cafe
5269,PA81MP,35-44 years old,Female, At home
5270,EP8d7o,18-24 years old,Other (please specify), At home
5271,EP8d7o,18-24 years old,Other (please specify), On the go
5272,1rGdqL,35-44 years old,Male, At home
5273,xd9Dxk,<18 years old,Male, At home
5274,BG8pae,55-64 years old,Male, At home
5275,pL4y8E,45-54 years old,Male, At home
5276,pL4y8E,45-54 years old,Male, On the go
5277,pL4y8E,45-54 years old,Male, At a cafe
5278,24OABe,35-44 years old,Female, At home
5279,24OABe,35-44 years old,Female, At the office
5280,24OABe,35-44 years old,Female, On the go
5281,24OABe,35-44 years old,Female, At a cafe
5282,ZdPO2B,35-44 years old,Non-binary, At home
5283,ZdPO2B,35-44 years old,Non-binary, At the office
5284,ZdPO2B,35-44 years old,Non-binary, At a cafe
5285,kYOGdZ,25-34 years old,Male, At home
5286,kYOGdZ,25-34 years old,Male, At the office
5287,eB9rLO,25-34 years old,Male, At home
5288,pL4or1,55-64 years old,Female, At home
5289,dYQ0DA,35-44 years old,Female, At home
5290,5dE9EP,>65 years old,Male, At home
5291,8djLyl,45-54 years old,Female, At home
5292,0Eo859,25-34 years old,Male, At home
5293,0Eo859,25-34 years old,Male, At the office
5294,9d2Zp1,35-44 years old,Male, At home
5295,9d2Zp1,35-44 years old,Male, At a cafe
5296,oAlRqe,25-34 years old,Male, At home
5297,oAlRqe,25-34 years old,Male, At the office
5298,6drK0J,25-34 years old,Male, At home
5299,6drK0J,25-34 years old,Male, On the go
5300,6drK0J,25-34 years old,Male, At a cafe
5301,lNVO4V,25-34 years old,Male, At home
5302,lNVO4V,25-34 years old,Male, At a cafe
5303,AlWp9o,55-64 years old,Male, At home
5304,EP8lO4,25-34 years old,Male, At home
5305,g5Wqll,25-34 years old,Male, At home
5306,g5Wqll,25-34 years old,Male, At the office
5307,g5Wqll,25-34 years old,Male, On the go
5308,g5Wqll,25-34 years old,Male, At a cafe
5309,8djL45,25-34 years old,Male, At home
5310,8djL45,25-34 years old,Male, At the office
5311,8djL45,25-34 years old,Male, On the go
5312,VZoPrv,25-34 years old,Male, At home
5313,VZoPrv,25-34 years old,Male, At the office
5314,rl2oD5,18-24 years old,Female, At home
5315,rl2oD5,18-24 years old,Female, At the office
5316,rl2oD5,18-24 years old,Female, On the go
5317,XeO40z,25-34 years old,Female, At home
5318,XeO40z,25-34 years old,Female, At the office
5319,oAl26X,25-34 years old,Female, At home
5320,oAl26X,25-34 years old,Female, On the go
5321,oAl26X,25-34 years old,Female, At a cafe
5322,NA87DN,25-34 years old,Female, At home
5323,MA8Ezl,35-44 years old,Male, At home
5324,MA8Ezl,35-44 years old,Male, At a cafe
5325,5dE9DN,55-64 years old,Female, At home
5326,jBGlx4,35-44 years old,Male, At home
5327,GrYRLk,>65 years old,Female, At home
5328,GrYR0k,25-34 years old,Female, At home
5329,GrYR0k,25-34 years old,Female, At a cafe
5330,OA8787,35-44 years old,Female, At home
5331,OA8787,35-44 years old,Female, On the go
5332,OA8787,35-44 years old,Female, At a cafe
5333,24OKL9,25-34 years old,Prefer not to say, At home
5334,24OKL9,25-34 years old,Prefer not to say, At the office
5335,24OKL9,25-34 years old,Prefer not to say, On the go
5336,VZozlM,25-34 years old,Female, At home
5337,VZozlM,25-34 years old,Female, On the go
5338,vNqPqv,35-44 years old,Male, At home
5339,kYONrJ,25-34 years old,Male, At home
5340,kYONrJ,25-34 years old,Male, On the go
5341,aBZ2lE,35-44 years old,Male, At home
5342,BG8xbQ,25-34 years old,Male, At home
5343,AlWB5N,35-44 years old,Male, At home
5344,Rz8D9K,55-64 years old,Male, At home
5345,jBGl1a,35-44 years old,Male, At home
5346,jBGl1a,35-44 years old,Male, On the go
5347,AlWB1D,25-34 years old,Male, At home
5348,24OK29,18-24 years old,Male, At home
5349,24OK29,18-24 years old,Male, At the office
5350,g5WGdN,25-34 years old,Male, At home
5351,g5WGdN,25-34 years old,Male, At the office
5352,7d4xXA,45-54 years old,Male, At home
5353,7d4xXA,45-54 years old,Male, At a cafe
5354,ZdPaNA,25-34 years old,Prefer not to say, At home
5355,ZdPaNA,25-34 years old,Prefer not to say, At a cafe
5356,ZdPadA,25-34 years old,Female, At home
5357,eB9R6J,25-34 years old,Male, At home
5358,VZoJ4g,25-34 years old,Male, At home
5359,ZdPaGe,18-24 years old,Male, At home
5360,zKWYR1,25-34 years old,Male, At home
5361,zKWYR1,25-34 years old,Male, At a cafe
5362,1rGV6p,35-44 years old,Male, At home
5363,1rGV6p,35-44 years old,Male, At the office
5364,BG87r1,25-34 years old,Female, At home
5365,PA8OJ0,18-24 years old,Male, At home
5366,PA8OJ0,18-24 years old,Male, At a cafe
5367,QA8V6X,45-54 years old,Male, At home
5368,WAlzbQ,25-34 years old,Male, At home
5369,WAlzbQ,25-34 years old,Male, At the office
5370,WAlzbQ,25-34 years old,Male, At a cafe
5371,vNqyev,25-34 years old,Female, At the office
5372,vNqyev,25-34 years old,Female, On the go
5373,aBZY5v,25-34 years old,Male, At home
5374,8djQeY,35-44 years old,Male, At home
5375,9d2D11,25-34 years old,Male, At the office
5376,PA8595,25-34 years old,Male, At home
5377,PA8595,25-34 years old,Male, At the office
5378,XeOWRe,25-34 years old,Male, At home
5379,XeOWRe,25-34 years old,Male, At the office
5380,42PxP5,25-34 years old,Male, At home
5381,42PxP5,25-34 years old,Male, At the office
5382,42PxP5,25-34 years old,Male, On the go
5383,42PxP5,25-34 years old,Male, At a cafe
5384,oAlMgx,25-34 years old,Male, At home
5385,oAlMgx,25-34 years old,Male, At a cafe
5386,6dr2Be,18-24 years old,Male, At home
5387,6dr2Be,18-24 years old,Male, At a cafe
5388,zKWDg0,25-34 years old,Male, At home
5389,6dr2lO,45-54 years old,Female, At home
5390,6dr2lO,45-54 years old,Female, At a cafe
5391,EP8WgN,25-34 years old,Male, At home
5392,EP8WgN,25-34 years old,Male, At the office
5393,EP8WgN,25-34 years old,Male, At a cafe
5394,Ld5WAz,25-34 years old,Female, At a cafe
5395,jBGQK9,25-34 years old,Female, At home
5396,7d4Ng6,35-44 years old,Male, At a cafe
5397,NA86q0,25-34 years old,Male, At home
5398,GrYz6e,45-54 years old,Female, At home
5399,GrYz6e,45-54 years old,Female, At the office
5400,rl2AgR,25-34 years old,Male, At the office
5401,rl2AgR,25-34 years old,Male, On the go
5402,rl2AgR,25-34 years old,Male, At a cafe
5403,NA86AB,25-34 years old,Female, At the office
5404,NA86AB,25-34 years old,Female, On the go
5405,NA86AB,25-34 years old,Female, At a cafe
5406,24Oeej,25-34 years old,Male, At home
5407,24Oeej,25-34 years old,Male, At the office
5408,zKWD61,25-34 years old,Female, At home
5409,Ld5b5O,35-44 years old,Male, At home
5410,Ld5b5O,35-44 years old,Male, At the office
5411,Ld5b5O,35-44 years old,Male, At a cafe
5412,24OerL,25-34 years old,Female, At home
5413,24OerL,25-34 years old,Female, At the office
5414,QA8DA8,55-64 years old,Male, At home
5415,QA8DA8,55-64 years old,Male, At the office
5416,Rz80VP,35-44 years old,Male, At home
5417,AlWd4N,18-24 years old,Male, At home
5418,8djKEr,35-44 years old,Male, At home
5419,8djKEr,35-44 years old,Male, At the office
5420,24OeoM,35-44 years old,Male, At home
5421,24OeoM,35-44 years old,Male, At the office
5422,yle6oW,25-34 years old,Female, On the go
5423,yle6oW,25-34 years old,Female, At a cafe
5424,NA8oKO,45-54 years old,Male, At home
5425,NA8oKO,45-54 years old,Male, At a cafe
5426,5dEzOQ,35-44 years old,Male, At home
5427,0Eox59,25-34 years old,Male, At home
5428,0Eox59,25-34 years old,Male, At the office
5429,Rz80kv,25-34 years old,Male, At home
5430,Rz80kv,25-34 years old,Male, At a cafe
5431,7d4WYR,35-44 years old,Female, At home
5432,7d4WYR,35-44 years old,Female, On the go
5433,oAlyxN,>65 years old,Male, At home
5434,oAlyxN,>65 years old,Male, At a cafe
5435,OA8zZg,35-44 years old,Female, At home
5436,OA8zZg,35-44 years old,Female, At the office
5437,OA8zZg,35-44 years old,Female, On the go
5438,1rGlOb,35-44 years old,Male, At home
5439,GrYz2j,35-44 years old,Male, At home
5440,GrYz2j,35-44 years old,Male, At a cafe
5441,PA8Add,25-34 years old,Male, At home
5442,PA8Add,25-34 years old,Male, At a cafe
5443,dYQ6Jo,18-24 years old,Male, At home
5444,dYQ6Jo,18-24 years old,Male, At a cafe
5445,aBZBNE,25-34 years old,Male, At the office
5446,jBGB6Y,25-34 years old,Male, At home
5447,jBGB6Y,25-34 years old,Male, At the office
5448,ylelXW,35-44 years old,Male, On the go
5449,AlWdeD,35-44 years old,Female, At the office
5450,ylelvg,35-44 years old,Male, At home
5451,ylelvg,35-44 years old,Male, At the office
5452,ylelvg,35-44 years old,Male, On the go
5453,ylelvg,35-44 years old,Male, At a cafe
5454,VZoZvv,25-34 years old,Male, At a cafe
5455,qbjbj7,18-24 years old,Male, At home
5456,Rz8zrp,35-44 years old,Female, At a cafe
5457,oAlALb,35-44 years old,Male, At home
5458,ylelyX,18-24 years old,Male, At home
5459,ylelyX,18-24 years old,Male, On the go
5460,ylelyX,18-24 years old,Male, At a cafe
5461,42P20r,25-34 years old,Male, At home
5462,42P20r,25-34 years old,Male, At the office
5463,1rGVNl,25-34 years old,Female, At home
5464,1rGVNl,25-34 years old,Female, At a cafe
5465,ylelbd,45-54 years old,Female, At home
5466,YZVORq,35-44 years old,Male, At home
5467,YZVORq,35-44 years old,Male, At a cafe
5468,24OkKb,25-34 years old,Male, At home
5469,24OkKb,25-34 years old,Male, On the go
5470,24OkKb,25-34 years old,Male, At a cafe
5471,ZdPV6A,55-64 years old,Male, At home
5472,0EoMMA,>65 years old,Female, At home
5473,dYQAjr,25-34 years old,Male, At home
5474,YZVOYN,25-34 years old,Male, At home
5475,rl2Kql,55-64 years old,Female, At home
5476,DV010Z,35-44 years old,Male, At home
5477,DV010Z,35-44 years old,Male, At a cafe
5478,KM8oBX,55-64 years old,Male, At home
5479,KM8oBX,55-64 years old,Male, At the office
5480,g5WA1N,18-24 years old,Male, At home
5481,g5WA1N,18-24 years old,Male, At the office
5482,8djkWx,25-34 years old,Male, At home
5483,8djkWx,25-34 years old,Male, At the office
5484,8djkWx,25-34 years old,Male, On the go
5485,8djkWx,25-34 years old,Male, At a cafe
5486,GrY142,25-34 years old,Female, At home
5487,Ld5GRl,25-34 years old,Female, At home
5488,Ld5GRl,25-34 years old,Female, On the go
5489,PA8Exx,45-54 years old,Male, At home
5490,PA8Exx,45-54 years old,Male, At the office
5491,7d4ZRR,18-24 years old,Male, At home
5492,7d4ZRR,18-24 years old,Male, At a cafe
5493,0EoPBN,25-34 years old,Female, At home
5494,0EoPBN,25-34 years old,Female, At the office
5495,eB9EEo,25-34 years old,Male, On the go
5496,24OrLb,25-34 years old,Female, At home
5497,YZVdVv,25-34 years old,Female, At a cafe
5498,J280BR,25-34 years old,Male, At home
5499,J280BR,25-34 years old,Male, At the office
5500,J280BR,25-34 years old,Male, On the go
5501,J280BR,25-34 years old,Male, At a cafe
5502,oAlO1e,18-24 years old,Male, At home
5503,xd9Z7o,35-44 years old,Male, At home
5504,xd9Z7o,35-44 years old,Male, At a cafe
5505,yleDb4,35-44 years old,Male, At home
5506,7d4NML,25-34 years old,Female, At home
5507,7d4NML,25-34 years old,Female, At the office
5508,7d4NML,25-34 years old,Female, At a cafe
5509,QA80QA,25-34 years old,Female, At home
5510,QA80QA,25-34 years old,Female, At a cafe
5511,KM80XK,35-44 years old,Male, At home
5512,KM80XK,35-44 years old,Male, At the office
5513,KM80XK,35-44 years old,Male, On the go
5514,KM80XK,35-44 years old,Male, At a cafe
5515,8djGNl,25-34 years old,Male, At home
5516,oAlOxx,25-34 years old,Female, At home
5517,oAlOxx,25-34 years old,Female, At the office
5518,oAlOxx,25-34 years old,Female, On the go
5519,oAloDO,25-34 years old,Female, At a cafe
5520,OA80vA,45-54 years old,Male, At home
5521,Rz8L7Q,25-34 years old,Male, At home
5522,Rz8L7Q,25-34 years old,Male, At the office
5523,Rz8L7Q,25-34 years old,Male, At a cafe
5524,0EoLb0,35-44 years old,Male, At home
5525,0EoLb0,35-44 years old,Male, At the office
5526,0EoLb0,35-44 years old,Male, On the go
5527,GrYLqQ,45-54 years old,Female, At home
5528,zKWJ7k,35-44 years old,Male, At home
5529,zKWJ7k,35-44 years old,Male, At the office
5530,zKWJ7k,35-44 years old,Male, On the go
5531,zKWJ7k,35-44 years old,Male, At a cafe
5532,dYQjYd,35-44 years old,Male, At home
5533,dYQjYd,35-44 years old,Male, At the office
5534,AlWDde,25-34 years old,Male, At home
5535,WAlYYN,25-34 years old,Male, None of these
5536,5dEvMP,25-34 years old,Male, At home
5537,5dEvMP,25-34 years old,Male, At the office
