,medalist_name,medal,country_medal,date_of_birth,place_of_birth,lat,lon,sex_or_gender,event_name,event_part_of_sport
1887,Kristina Teachout,bronze,United States of America,2005-09-13,Palm Bay,27.99792222,-80.67000833,female,taekwondo women's 67 kg,taekwondo
1888,Sarah Chaâri,bronze,Belgium,2005-05-02,Charleroi,50.41666667,4.444166667,female,taekwondo women's 67 kg,taekwondo
1889,Althéa Laurin,gold,France,2001-09-01,Épinay-sur-Seine,48.95472222,2.308333333,female,taekwondo women's +67 kg,taekwondo
1890,Svetlana Osipova,silver,Uzbekistan,2000-05-03,Chirchiq,41.46666667,69.58333333,female,taekwondo women's +67 kg,taekwondo
1891,Lee Da-bin,bronze,South Korea,1996-12-07,South Korea,36.0,128.0,female,taekwondo women's +67 kg,taekwondo
1892,Nafia Kuş,bronze,Turkey,1995-02-20,Adana,37.00262,35.31346,female,taekwondo women's +67 kg,taekwondo
1893,Novak Djokovic,gold,Serbia,1987-05-22,Belgrade,44.81777778,20.45694444,male,Tennis Men's singles,tennis
1894,Carlos Alcaraz,silver,Spain,2003-05-05,El Palmar,37.93820117,-1.16736835,male,Tennis Men's singles,tennis
1895,Lorenzo Musetti,bronze,Italy,2002-03-03,Carrara,44.08333333,10.1,male,Tennis Men's singles,tennis
1896,Matthew Ebden,gold,Australia,1987-11-26,Durban,-29.85833333,31.025,male,Tennis Men's doubles,tennis
1897,John Peers,gold,Australia,1988-07-25,Melbourne,-37.81416667,144.9630556,male,Tennis Men's doubles,tennis
1898,Austin Krajicek,silver,United States of America,1990-06-16,Tampa,27.9475,-82.45861111,male,Tennis Men's doubles,tennis
1899,Rajeev Ram,silver,United States of America,1984-03-18,Denver,39.73916667,-104.9847222,male,Tennis Men's doubles,tennis
1900,Taylor Fritz,bronze,United States of America,1997-10-28,Rancho Santa Fe,33.02389,-117.2,male,Tennis Men's doubles,tennis
1901,Tommy Paul,bronze,United States of America,1997-05-17,Camden County,39.8,-74.96,male,Tennis Men's doubles,tennis
1902,Zheng Qinwen,gold,People's Republic of China,2002-10-08,Shiyan,32.63507,110.7755,female,Tennis Women's singles,tennis
1903,Donna Vekić,silver,Croatia,1996-06-28,Osijek,45.56027778,18.67027778,female,Tennis Women's singles,tennis
1904,Iga Świątek,bronze,Poland,2001-05-31,Warsaw,52.23,21.01111111,female,Tennis Women's singles,tennis
1905,Sara Errani,gold,Italy,1987-04-29,Bologna,44.49388889,11.34277778,female,Tennis Women's doubles,tennis
1906,Jasmine Paolini,gold,Italy,1996-01-04,Castelnuovo di Garfagnana,44.12194444,10.40555556,female,Tennis Women's doubles,tennis
1907,Mirra Andreeva,silver,Unknown,2007-04-29,Krasnoyarsk,56.00888889,92.87194444,female,Tennis Women's doubles,tennis
1908,Diana Shnaider,silver,Unknown,2004-04-02,Zhigulyovsk,53.4,49.5,female,Tennis Women's doubles,tennis
1909,Cristina Bucșa,bronze,Spain,1998-01-01,Chișinău,47.02277778,28.83527778,female,Tennis Women's doubles,tennis
1910,Sara Sorribes Tormo,bronze,Spain,1996-10-08,La Vall d'Uixó,39.8235837,-0.2316995,female,Tennis Women's doubles,tennis
1911,Kateřina Siniaková,gold,Czech Republic,1996-05-10,Hradec Králové,50.20916667,15.83194444,female,Tennis Mixed doubles,tennis
1912,Tomáš Macháč,gold,Czech Republic,2000-10-13,Beroun,49.96390818,14.07206117,male,Tennis Mixed doubles,tennis
1913,Xinyu Wang,silver,People's Republic of China,2001-09-26,Shenzhen,22.535,114.054,female,Tennis Mixed doubles,tennis
1914,Zhang Zhizhen,silver,People's Republic of China,1996-10-16,Shanghai,31.16666667,121.4666667,male,Tennis Mixed doubles,tennis
1915,Gabriela Dabrowski,bronze,Canada,1992-04-01,Ottawa,45.42472222,-75.695,female,Tennis Mixed doubles,tennis
1916,Félix Auger-Aliassime,bronze,Canada,2000-08-08,Montreal,45.50888889,-73.56166667,male,Tennis Mixed doubles,tennis
1917,Alex Yee,gold,United Kingdom,1998-02-18,Lewisham,51.46145556,-0.005369444,male,triathlon at the 2024 Summer Olympics,multi-sport event
1918,Hayden Wilde,silver,New Zealand,1997-09-01,Taupō,-38.69,176.08,male,triathlon at the 2024 Summer Olympics,multi-sport event
1919,Léo Bergere,bronze,France,1996-06-28,Le Pont-de-Beauvoisin,45.53638889,5.6725,male,triathlon at the 2024 Summer Olympics,multi-sport event
1920,Cassandre Beaugrand,gold,France,1997-05-23,Livry-Gargan,48.91833333,2.535277778,female,triathlon Women's,triathlon
1921,Julie Derron,silver,Switzerland,1996-09-10,Zürich,47.37444444,8.541111111,female,triathlon Women's,triathlon
1922,Beth Potter,bronze,United Kingdom,1991-12-27,Glasgow,55.86111111,-4.25,female,triathlon Women's,triathlon
1923,Tim Hellwig,gold,Germany,1999-01-01,Neustadt an der Weinstraße,49.353621,8.13607,male,Triathlon Mixed relay,triathlon
1924,Lisa Tertsch,gold,Germany,1998-12-01,Offenbach am Main,50.1,8.766666667,female,Triathlon Mixed relay,triathlon
1925,Lasse Lührs,gold,Germany,1996-05-16,Stade,53.60083333,9.476388889,male,Triathlon Mixed relay,triathlon
1926,Laura Lindemann,gold,Germany,1996-06-26,Berlin,52.51666667,13.38333333,female,Triathlon Mixed relay,triathlon
1927,Seth Rider,silver,United States of America,1997-03-06,Germantown,35.08888889,-89.79388889,male,Triathlon Mixed relay,triathlon
1928,Taylor Spivey,silver,United States of America,1991-04-13,Redondo Beach,33.85638889,-118.3769444,female,Triathlon Mixed relay,triathlon
1929,Morgan Pearson,silver,United States of America,1993-09-22,"Washington, D.C.",38.895,-77.03666667,male,Triathlon Mixed relay,triathlon
1930,Taylor Knibb,silver,United States of America,1998-02-14,Rapid City,44.08105556,-103.2286667,female,Triathlon Mixed relay,triathlon
1931,Alex Yee,bronze,United Kingdom,1998-02-18,Lewisham,51.46145556,-0.005369444,male,Triathlon Mixed relay,triathlon
1932,Georgia Taylor-Brown,bronze,United Kingdom,1994-03-15,Manchester,53.46666667,-2.233333333,female,Triathlon Mixed relay,triathlon
1933,Sam Dickinson,bronze,United Kingdom,1997-07-11,York,53.95,-1.083333333,male,Triathlon Mixed relay,triathlon
1934,Beth Potter,bronze,United Kingdom,1991-12-27,Glasgow,55.86111111,-4.25,female,Triathlon Mixed relay,triathlon
1935,David Åhman,gold,Sweden,2001-12-20,Umeå,63.82845358,20.27056646,male,beach volleyball men's tournament,volleyball
1936,Jonatan Hellvig,gold,Sweden,2001-10-05,Lidingö,59.36415458,18.13104674,male,beach volleyball men's tournament,volleyball
1937,Nils Ehlers,silver,Germany,1994-02-04,Berlin,52.51666667,13.38333333,male,beach volleyball men's tournament,volleyball
1938,Clemens Wickler,silver,Germany,1995-04-28,Starnberg,47.99722222,11.34055556,male,beach volleyball men's tournament,volleyball
1939,Anders Mol,bronze,Norway,1997-07-02,Stord Municipality,59.80805556,5.466388889,male,beach volleyball men's tournament,volleyball
1940,Christian Sørum,bronze,Norway,1995-12-03,Oslo,59.91333333,10.73888889,male,beach volleyball men's tournament,volleyball
1941,Ana Patrícia,gold,Brazil,1997-09-29,Espinosa,-14.92611,-42.81917,female,beach volleyball women's tournament,volleyball
1942,Eduarda Santos Lisboa,gold,Brazil,1998-08-01,Aracaju,-10.9167,-37.05,female,beach volleyball women's tournament,volleyball
1943,Melissa Humana-Paredes,silver,Canada,1992-10-10,Toronto,43.67027778,-79.38666667,female,beach volleyball women's tournament,volleyball
1944,Brandie Wilkerson,silver,Canada,1992-07-01,Lausanne,46.53333333,6.633333333,female,beach volleyball women's tournament,volleyball
1945,Tanja Hüberli,bronze,Switzerland,1992-08-27,Reichenburg,47.16944444,8.974444444,female,beach volleyball women's tournament,volleyball
1946,Nina Betschart,bronze,Switzerland,1995-10-14,Steinhausen,47.19694444,8.486111111,female,beach volleyball women's tournament,volleyball
1947,Barthélémy Chinenyeze,gold,France,1998-02-28,Coudekerque-Branche,51.02472222,2.390833333,male,volleyball men's tournament,volleyball
1948,Jenia Grebennikov,gold,France,1990-08-13,Rennes,48.11416667,-1.680833333,male,volleyball men's tournament,volleyball
1949,Jean Patry,gold,France,1996-12-27,Montpellier,43.61091944,3.877230556,male,volleyball men's tournament,volleyball
1950,Benjamin Toniutti,gold,France,1989-10-30,Mulhouse,47.74861111,7.339166667,male,volleyball men's tournament,volleyball
1951,Kévin Tillie,gold,France,1990-11-02,Cagnes-sur-Mer,43.66361111,7.148333333,male,volleyball men's tournament,volleyball
1952,Earvin N'Gapeth,gold,France,1991-02-12,Saint-Raphaël,43.42472222,6.767777778,male,volleyball men's tournament,volleyball
1953,Antoine Brizard,gold,France,1994-05-22,Poitiers,46.58111111,0.335277778,male,volleyball men's tournament,volleyball
1954,Nicolas Le Goff,gold,France,1992-02-15,Paris,48.85666667,2.352222222,male,volleyball men's tournament,volleyball
1955,Trévor Clévenot,gold,France,1994-06-28,Royan,45.62305556,-1.043055556,male,volleyball men's tournament,volleyball
1956,Yacine Louati,gold,France,1992-03-04,Tourcoing,50.7225,3.160277778,male,volleyball men's tournament,volleyball
1957,Théo Faure,gold,France,1999-12-10,Pessac,44.80583333,-0.632222222,male,volleyball men's tournament,volleyball
1958,Quentin Jouffroy,gold,France,1993-07-05,Grenoble,45.18694444,5.726388889,male,volleyball men's tournament,volleyball
1959,Łukasz Kaczmarek,silver,Poland,1994-06-29,Krotoszyn,51.69701944,17.43569444,male,volleyball men's tournament,volleyball
1960,Bartosz Kurek,silver,Poland,1988-08-29,Wałbrzych,50.76666667,16.28333333,male,volleyball men's tournament,volleyball
1961,Wilfredo Leon,silver,Poland,1993-07-31,Santiago de Cuba,20.02166667,-75.82944444,male,volleyball men's tournament,volleyball
1962,Aleksander Śliwka,silver,Poland,1995-05-24,Jawor,51.05,16.18333333,male,volleyball men's tournament,volleyball
1963,Grzegorz Łomacz,silver,Poland,1987-10-01,Olsztyn,53.78,20.49416667,male,volleyball men's tournament,volleyball
1964,Jakub Kochanowski,silver,Poland,1997-07-17,Giżycko,54.04,21.75888889,male,volleyball men's tournament,volleyball
1965,Kamil Semeniuk,silver,Poland,1996-07-16,Kędzierzyn-Koźle,50.33333333,18.2,male,volleyball men's tournament,volleyball
1966,Paweł Zatorski,silver,Poland,1990-06-21,Łódź,51.75,19.46666667,male,volleyball men's tournament,volleyball
1967,Marcin Janusz,silver,Poland,1994-07-31,Nowy Sącz,49.62388889,20.69722222,male,volleyball men's tournament,volleyball
1968,Mateusz Bieniek,silver,Poland,1994-04-05,Blachownia,50.78333333,18.96666667,male,volleyball men's tournament,volleyball
1969,Tomasz Fornal,silver,Poland,1997-08-31,Kraków,50.06138889,19.93722222,male,volleyball men's tournament,volleyball
1970,Norbert Huber,silver,Poland,1998-08-14,Brzozów,49.69527778,22.01944444,male,volleyball men's tournament,volleyball
1971,Matt Anderson,bronze,United States of America,1987-04-18,Buffalo,42.88638889,-78.87805556,male,volleyball men's tournament,volleyball
1972,Aaron Russell,bronze,United States of America,1993-01-04,Baltimore,39.28638889,-76.615,male,volleyball men's tournament,volleyball
1973,Jeffrey Jendryk,bronze,United States of America,1995-09-15,Wheaton,41.8560731,-88.1083648,male,volleyball men's tournament,volleyball
1974,Torey Defalco,bronze,United States of America,1997-04-10,Huntington Beach,33.69277778,-117.9997222,male,volleyball men's tournament,volleyball
1975,Micah Christenson,bronze,United States of America,1993-05-08,Honolulu,21.30469444,-157.8571944,male,volleyball men's tournament,volleyball
1976,Maxwell Holt,bronze,United States of America,1987-03-12,Cincinnati,39.1,-84.5125,male,volleyball men's tournament,volleyball
1977,Micah Maʻa,bronze,United States of America,,Kaneohe,21.4092,-157.799,male,volleyball men's tournament,volleyball
1978,Thomas Jaeschke,bronze,United States of America,1993-09-04,Hinsdale,41.80055556,-87.92805556,male,volleyball men's tournament,volleyball
1979,Garrett Muagututia,bronze,United States of America,1988-02-26,Oceanside,33.21166667,-117.3258333,male,volleyball men's tournament,volleyball
1980,Taylor Averill,bronze,United States of America,1992-03-05,Portland,45.51666667,-122.6666667,male,volleyball men's tournament,volleyball
1981,David Smith,bronze,United States of America,1985-05-15,Los Angeles,34.05223,-118.24368,male,volleyball men's tournament,volleyball
1982,Erik Shoji,bronze,United States of America,1989-08-24,Honolulu,21.30469444,-157.8571944,male,volleyball men's tournament,volleyball
1983,Marina Lubian,gold,Italy,2000-04-11,Moncalieri,45.000461,7.684754,female,volleyball women's tournament,volleyball
1984,Carlotta Cambi,gold,Italy,1996-05-28,San Miniato,43.68333333,10.85,female,volleyball women's tournament,volleyball
1985,Monica De Gennaro-Santarelli,gold,Italy,1987-01-08,Piano di Sorrento,40.63333333,14.41111111,female,volleyball women's tournament,volleyball
1986,Alessia Orro,gold,Italy,1998-07-18,Narbolia,40.04805556,8.576388889,female,volleyball women's tournament,volleyball
1987,Caterina Bosetti,gold,Italy,1994-02-02,Busto Arsizio,45.61195833,8.8518,female,volleyball women's tournament,volleyball
1988,Anna Danesi,gold,Italy,1996-04-20,Brescia,45.53888889,10.22028056,female,volleyball women's tournament,volleyball
1989,Myriam Sylla,gold,Italy,1995-01-08,Palermo,38.11565806,13.36126194,female,volleyball women's tournament,volleyball
1990,Paola Egonu,gold,Italy,1998-12-18,Cittadella,45.64861111,11.78361111,female,volleyball women's tournament,volleyball
1991,Sarah Fahr,gold,Italy,2001-09-12,Kulmbach,50.1,11.43333333,female,volleyball women's tournament,volleyball
1992,Loveth Omoruyi,gold,Italy,2002-08-25,Lodi,45.31666667,9.5,female,volleyball women's tournament,volleyball
1993,Ekaterina Antropova,gold,Italy,2003-03-19,Akureyri,65.68333333,-18.1,female,volleyball women's tournament,volleyball
1994,Gaia Giovannini,gold,Italy,2001-12-17,San Giovanni in Persiceto,44.64083333,11.185,female,volleyball women's tournament,volleyball
1995,Ilaria Spirito,gold,Italy,1994-02-20,Albisola Superiore,44.33950278,8.510133333,female,volleyball women's tournament,volleyball
1996,Micha Hancock,silver,United States of America,1992-11-10,McAlester,34.93305556,-95.76638889,female,volleyball women's tournament,volleyball
1997,Jordyn Poulter,silver,United States of America,1997-07-31,Naperville,41.74826,-88.16585,female,volleyball women's tournament,volleyball
1998,Avery Skinner,silver,United States of America,1999-04-25,Katy,29.7925,-95.8225,female,volleyball women's tournament,volleyball
1999,Justine Wong-Orantes,silver,United States of America,1995-10-06,Torrance,33.8358492,-118.3406288,female,volleyball women's tournament,volleyball
2000,Lauren Carlini,silver,United States of America,1995-02-28,Geneva,41.89,-88.31,female,volleyball women's tournament,volleyball
2001,Jordan Larson,silver,United States of America,1986-10-16,Fremont,41.43972222,-96.49,female,volleyball women's tournament,volleyball
2002,Andrea Drews,silver,United States of America,1993-12-25,Muncie,40.19333333,-85.38805556,female,volleyball women's tournament,volleyball
2003,Jordan Thompson,silver,United States of America,1997-05-05,Edina,44.88969444,-93.35011111,female,volleyball women's tournament,volleyball
2004,Haleigh Washington,silver,United States of America,1995-09-22,Denver,39.73916667,-104.9847222,female,volleyball women's tournament,volleyball
2005,Dana Rettke,silver,United States of America,1999-01-20,Riverside,41.8308,-87.8161,female,volleyball women's tournament,volleyball
2006,Kathryn Plummer,silver,United States of America,1998-10-16,Long Beach,33.76805556,-118.1955556,female,volleyball women's tournament,volleyball
2007,Kelsey Robinson,silver,United States of America,1992-06-25,Elmhurst,41.89947,-87.94034,female,volleyball women's tournament,volleyball
2008,Chiaka Ogbogu,silver,United States of America,1995-04-15,Newark,40.73555556,-74.17222222,female,volleyball women's tournament,volleyball
2009,Nyeme Costa,bronze,Brazil,1998-10-11,Barra do Corda,-5.505833333,-45.24277778,female,volleyball women's tournament,volleyball
2010,Diana Duarte,bronze,Brazil,1999-02-22,Barueri,-23.51111111,-46.87638889,female,volleyball women's tournament,volleyball
2011,Macris Carneiro,bronze,Brazil,1989-03-03,Santo André,-23.6533349,-46.5279508,female,volleyball women's tournament,volleyball
2012,Thaísa Menezes,bronze,Brazil,1987-05-15,Rio de Janeiro,-22.91111111,-43.20555556,female,volleyball women's tournament,volleyball
2013,Rosamaria Montibeller,bronze,Brazil,1994-04-09,Nova Trento,-27.28666667,-48.93027778,female,volleyball women's tournament,volleyball
2014,Roberta Ratzke,bronze,Brazil,1990-04-28,Curitiba,-25.42972222,-49.27194444,female,volleyball women's tournament,volleyball
2015,Gabriela Guimarães,bronze,Brazil,1994-05-19,Belo Horizonte,-19.92805556,-43.94194444,female,volleyball women's tournament,volleyball
2016,Ana Cristina de Souza,bronze,Brazil,2004-04-07,Rio de Janeiro,-22.91111111,-43.20555556,female,volleyball women's tournament,volleyball
2017,Natália Araujo,bronze,Brazil,1997-04-10,Guarulhos,-23.46666667,-46.53333333,female,volleyball women's tournament,volleyball
2018,Ana Silva,bronze,Brazil,1991-04-08,Belo Horizonte,-19.92805556,-43.94194444,female,volleyball women's tournament,volleyball
